# BUSCO version is: 5.4.7 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
15at3041	Missing
42at3041	Missing
45at3041	Missing
52at3041	Missing
64at3041	Missing
66at3041	Missing
72at3041	Fragmented	KN805290.1	548682	555550	+	694.2	443	https://www.orthodb.org/v10?query=72at3041	P-loop containing nucleoside triphosphate hydrolase protein
91at3041	Fragmented	JUBA01000825.1	1076	2	-	367.5	186	https://www.orthodb.org/v10?query=91at3041	FAD-binding, type 2
96at3041	Missing
99at3041	Missing
106at3041	Missing
117at3041	Missing
118at3041	Missing
125at3041	Missing
126at3041	Missing
137at3041	Missing
142at3041	Complete	JUBA01000511.1	16490	9858	-	1110.8	638	https://www.orthodb.org/v10?query=142at3041	Exportin-1
143at3041	Missing
144at3041	Missing
155at3041	Missing
171at3041	Missing
175at3041	Missing
179at3041	Missing
187at3041	Missing
207at3041	Fragmented	KN805369.1	1271922	1272938	+	267.9	167	https://www.orthodb.org/v10?query=207at3041	Coatomer subunit gamma
211at3041	Missing
222at3041	Missing
226at3041	Missing
228at3041	Missing
230at3041	Missing
231at3041	Missing
235at3041	Complete	KN805369.1	7611120	7609542	-	159.3	157	https://www.orthodb.org/v10?query=235at3041	predicted protein
239at3041	Missing
246at3041	Missing
251at3041	Missing
256at3041	Missing
263at3041	Missing
290at3041	Missing
294at3041	Missing
295at3041	Missing
307at3041	Fragmented	KN805369.1	7442998	7443513	+	165.8	102	https://www.orthodb.org/v10?query=307at3041	26S proteasome non-ATPase regulatory subunit 2 homolog
322at3041	Missing
324at3041	Missing
336at3041	Missing
345at3041	Missing
346at3041	Missing
363at3041	Missing
366at3041	Missing
381at3041	Fragmented	KN805341.1	1543994	1543411	-	112.5	92	https://www.orthodb.org/v10?query=381at3041	NADH
388at3041	Fragmented	KN805290.1	187630	186950	-	282.5	133	https://www.orthodb.org/v10?query=388at3041	dynamin-related GTPase
391at3041	Missing
406at3041	Missing
412at3041	Missing
415at3041	Missing
416at3041	Missing
417at3041	Missing
424at3041	Missing
425at3041	Missing
427at3041	Complete	JUBA01000120.1	10152	15571	+	660.0	416	https://www.orthodb.org/v10?query=427at3041	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical
433at3041	Missing
439at3041	Missing
440at3041	Missing
443at3041	Complete	KN805369.1	3338783	3337747	-	205.4	105	https://www.orthodb.org/v10?query=443at3041	set domain protein
477at3041	Missing
495at3041	Fragmented	KN805366.1	2190224	2190514	+	118.7	89	https://www.orthodb.org/v10?query=495at3041	Pre-mRNA-processing factor 6
505at3041	Missing
510at3041	Missing
522at3041	Missing
524at3041	Missing
534at3041	Missing
550at3041	Complete	JUBA01000188.1	9837	7215	-	315.8	177	https://www.orthodb.org/v10?query=550at3041	Acetolactate synthase
561at3041	Complete	KN805364.1	8089	6403	-	399.0	216	https://www.orthodb.org/v10?query=561at3041	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
570at3041	Missing
581at3041	Fragmented	KN805357.1	692934	691769	-	541.0	270	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
587at3041	Complete	KN805262.1	23480	27354	+	737.4	562	https://www.orthodb.org/v10?query=587at3041	cellular apoptosis susceptibility protein
593at3041	Missing
594at3041	Missing
599at3041	Missing
617at3041	Missing
619at3041	Fragmented	KN805369.1	4041420	4040789	-	186.3	147	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
629at3041	Missing
633at3041	Missing
635at3041	Missing
639at3041	Fragmented	KN805367.1	2972052	2971801	-	90.0	69	https://www.orthodb.org/v10?query=639at3041	Formate-tetrahydrofolate ligase
643at3041	Fragmented	KN805369.1	5242958	5242536	-	76.6	52	https://www.orthodb.org/v10?query=643at3041	Selenide, water dikinase
652at3041	Complete	JUBA01000390.1	11851	6923	-	566.3	396	https://www.orthodb.org/v10?query=652at3041	ATP-dependent RNA helicase DDX1
